Timestamp,Latitude,Longitude,GHI (W per m2),DNI (W per m2),DHI (W per m2),Temp (°C),RH (%),Pressure (hPa),Dew Point (°C),Wind Speed (m per s),Cloud Type,Solar Zenith Angle (°),Target_GHI_NextHour (W per m2)
1/1/1998 18:00,39.7361396,-105.2096544,477.3266778,720.297013,-32.00022458,8.598334056,33.29879353,1016.854448,6.895135371,1.806245288,Cirrus,83.85791994,361.7813343
1/1/1998 18:30,39.61628265,-105.0798521,259.7717005,574.1056282,-146.1822823,5.867389271,37.94578447,1013.864972,2.422281406,3.40289781,Cirrus,74.2887138,250.00486
1/1/1998 19:00,39.72636725,-105.0975425,361.7813343,828.3562728,-223.9550034,24.50217651,87.89938137,1020.46964,23.54267406,2.16929219,Cirrus,88.31237245,706.5073868
1/1/1998 19:30,39.83306742,-104.984672,250.00486,83.76401034,190.7747603,7.366417759,57.09867622,1008.781616,5.056436794,4.113282142,Clear,61.89438973,294.4543423
1/1/1998 20:00,39.6718206,-105.0508186,706.5073868,476.0867292,369.8632322,5.747819964,65.86938485,1020.674043,4.092932031,4.344171774,Clear,90,141.8095446
1/1/1998 20:30,39.74666615,-104.9860134,294.4543423,648.6231383,-164.1914772,10.159122,19.65099942,1014.799738,9.337078468,1.907960471,Stratus,40.56764398,147.3553102
1/1/1998 21:00,39.66382731,-105.2012263,141.8095446,233.0008032,-22.94690336,25.31381505,72.9808684,1008.839469,24.2767237,3.514384792,Overcast,90,220.5516177
1/1/1998 21:30,39.73598123,-105.1389817,147.3553102,267.8352391,-42.03280356,28.63617508,74.40784471,1017.217945,24.4758623,3.397575809,Cirrus,23.89607209,492.5832245
1/1/1998 22:00,39.73155765,-105.0518191,220.5516177,341.8798062,-21.19391163,16.01277123,90.09123488,1012.780906,15.14280399,3.194534823,Cirrus,90,220.1975898
1/1/1998 22:30,39.65849955,-104.9684096,492.5832245,539.4894523,111.1065744,15.5165256,96.31534236,1017.416358,12.49715288,0.989110362,Cirrus,38.18580319,320.0316637
1/1/1998 23:00,39.7355939,-104.8638935,220.1975898,13.8186781,210.4263088,5.776290386,18.06473115,1012.288418,3.056907069,2.305858273,Overcast,84.19744427,351.8317469
1/1/1998 23:30,39.63573347,-104.8373374,320.0316637,367.1025944,60.45092975,6.038602428,44.10904424,1009.876592,4.757797425,1.487552347,Cumulus,59.77597568,155.4006419
1/2/1998 0:00,39.73444322,-104.987946,351.8317469,509.0468079,-8.118702982,16.41283583,41.24320075,1013.608338,15.96866933,2.57733512,Cumulus,90,254.4051783
1/2/1998 0:30,39.44972193,-104.9771037,155.4006419,335.7493492,-82.00999973,31.74495884,61.71889343,1018.169716,28.69849446,3.494089433,Stratus,25.56471313,285.203925
1/2/1998 1:00,39.90341658,-104.8592541,254.4051783,746.6784774,-273.5762365,5.205057157,22.92734378,1016.868775,2.820013218,1.780127686,Clear,90,300.9072429
1/2/1998 1:30,39.83908531,-104.9505227,285.203925,753.3653775,-247.5058422,8.009203249,27.59899527,1017.043951,6.809999035,3.226308175,Stratus,46.78350288,524.9458966
1/2/1998 2:00,39.6753605,-104.9610184,300.9072429,711.58281,-202.2577875,5.980612232,36.44583079,1016.727907,3.759738495,3.739032086,Cirrus,38.54614542,652.860132
1/2/1998 2:30,39.78916473,-105.0729852,524.9458966,33.88733829,500.9839299,6.039654061,72.06915624,1011.094322,3.529713251,2.717671019,Overcast,90,361.2247909
1/2/1998 3:00,39.67313064,-105.0760627,652.860132,572.4987768,248.0423647,13.97965806,32.37074926,1013.979285,11.69026427,4.05667237,Cirrus,0,492.8507348
1/2/1998 3:30,39.56039634,-105.171689,361.2247909,470.2748627,28.69024647,17.48447439,73.11753173,1007.911328,15.42506705,3.802043602,Cirrus,44.48651393,517.4196208
1/2/1998 4:00,39.89171235,-104.9917291,492.8507348,1098.015935,-283.5637789,24.64812676,58.01155108,1008.355523,23.27471805,2.90969963,Stratus,62.76590512,410.1503068
1/2/1998 4:30,39.7740567,-104.7670847,517.4196208,813.5386798,-57.83909646,21.33970192,96.93172936,1013.376377,19.14280702,1.495357932,Cirrus,51.73933245,353.5828346
1/2/1998 5:00,39.78068827,-105.1790024,410.1503068,516.9300346,44.62557391,15.86186217,60.69412063,1009.834744,13.6204514,3.133910657,Stratus,47.22740911,674.5231
1/2/1998 5:30,39.76596563,-105.0835176,353.5828346,963.97354,-328.0493925,15.40623928,42.41893883,1014.703746,12.95236036,3.39028043,Overcast,58.18083494,226.6929726
1/2/1998 6:00,39.77850099,-104.8082605,674.5231,813.5267335,99.27283008,15.36606436,68.26897608,1014.110587,11.99595328,2.3206657,Stratus,74.51740602,389.7712448
1/2/1998 6:30,39.71080825,-105.0386831,226.6929726,444.6716642,-87.73737654,29.44493964,54.07950297,1001.827559,27.79692661,2.771905376,Overcast,55.46569068,607.6001613
1/2/1998 7:00,39.76087342,-104.9899975,389.7712448,292.1438547,183.194344,-4.064530465,48.54121722,1012.660195,-5.84991055,3.220887986,Cumulus,90,479.7125638
1/2/1998 7:30,39.59114489,-104.893288,607.6001613,125.9433425,518.5447698,28.82038909,60.12740166,1011.677396,27.01178023,3.184223158,Clear,56.61078624,161.4674723
1/2/1998 8:00,39.85011855,-105.0827596,479.7125638,409.3810745,190.23643,17.22816233,95.50391146,1015.837057,16.28665859,3.899606242,Overcast,67.32832026,832.5566837
1/2/1998 8:30,39.64281865,-105.1005045,161.4674723,256.1794846,-19.67877849,12.73121831,45.88938013,1010.838283,10.6046696,1.842812744,Cumulus,63.75509271,405.0511418
1/2/1998 9:00,39.73672753,-105.148927,832.5566837,1043.505755,94.68668808,20.04375751,52.74967916,1014.658161,20.12135566,1.71849592,Cirrus,55.71914246,568.4871568
1/2/1998 9:30,39.70635231,-105.1128174,405.0511418,413.9982786,112.3101516,5.166873888,46.266344,1017.927148,3.727343071,1.357665872,Overcast,60.74815478,296.3736426
1/2/1998 10:00,39.82952258,-104.8899331,568.4871568,910.597313,-75.40237814,4.253344683,91.13945696,1016.691335,2.061473958,4.973016318,Stratus,68.19625745,381.5592189
1/2/1998 10:30,39.7770699,-105.206115,296.3736426,58.33118865,255.1272636,29.3128793,64.15843828,1012.308204,27.24554113,4.134188468,Cirrus,21.33902348,422.1950964
1/2/1998 11:00,39.69768878,-105.1353728,381.5592189,95.85814977,313.7772711,0.272123948,49.08056897,1024.280037,-1.888114569,3.277608393,Stratus,77.83343175,233.7740403
1/2/1998 11:30,39.64435285,-105.0472063,422.1950964,492.256877,74.11692063,17.16808099,73.92769946,1014.302101,13.98937192,2.397281188,Cumulus,85.2543586,594.8646499
1/2/1998 12:00,39.68512874,-105.1879552,233.7740403,740.090098,-289.5486867,37.42099655,41.57217167,1001.399881,35.08088685,1.002683432,Cirrus,50.13081641,408.2647175
1/2/1998 12:30,39.83171989,-104.8486418,594.8646499,382.6457132,324.2932713,28.79554324,79.46735066,1015.218711,27.27016299,4.413825157,Stratus,59.88344571,234.0706378
1/2/1998 13:00,39.74387632,-105.0392585,408.2647175,744.6464752,-118.2798547,12.49250545,40.54223291,1011.927629,10.09950825,2.057921477,Overcast,55.12984797,494.8230817
1/2/1998 13:30,39.62351363,-105.1235619,234.0706378,915.1056136,-413.0067471,10.41851758,57.21077835,1018.297704,9.18189879,2.51266316,Overcast,55.5899161,433.1530144
1/2/1998 14:00,39.81294469,-105.0182885,494.8230817,448.9056496,177.3988527,17.15483579,49.5404516,1008.353365,15.22475532,2.782727042,Stratus,63.73577971,5.743519465
1/2/1998 14:30,39.73201688,-104.9659318,433.1530144,204.1598097,288.7902285,13.90261929,50.45160428,1012.247563,10.61160497,2.390781577,Cumulus,48.74584535,194.1368471
1/2/1998 15:00,39.66868061,-104.9291644,5.743519465,512.9050931,-356.93515,4.8354731,94.69741797,1018.008897,2.679262165,3.114441466,Cumulus,90,604.4427626
1/2/1998 15:30,39.80108694,-104.8686584,194.1368471,498.3454958,-158.2466323,17.10347932,92.56863118,1013.46143,16.86878709,4.250354959,Stratus,2.32621172,358.8790355
1/2/1998 16:00,39.68503209,-104.9865322,604.4427626,225.0886123,445.2810785,33.57811232,67.89432073,1014.172353,31.018995,3.291063744,Clear,63.68074404,736.3911374
1/2/1998 16:30,39.55678869,-105.1965636,358.8790355,296.4155733,149.2815736,16.7698071,60.1045276,1008.688695,15.55196142,3.344195923,Cumulus,78.38167442,204.1030334
1/2/1998 17:00,39.87236886,-104.8061591,736.3911374,618.496591,299.0480038,15.31347869,66.13371789,1005.637,13.53019555,2.092477771,Cirrus,90,442.1080158
1/2/1998 17:30,39.6642593,-104.9095014,204.1030334,435.1354346,-103.5841831,22.24809941,58.63108836,1013.468614,19.71052225,2.698722399,Cumulus,42.1280386,295.7792245
1/2/1998 18:00,39.7705157,-104.8371104,442.1080158,101.3909561,370.4137832,4.279712255,44.89377746,1011.746076,1.013853336,3.935509803,Stratus,84.29154064,439.6850004
1/2/1998 18:30,39.75025482,-105.1252822,295.7792245,527.9695476,-77.55162292,17.06212666,85.21369342,1010.937729,15.34760141,2.414796362,Overcast,80.56609579,681.0440152
1/2/1998 19:00,40.03778199,-105.0289559,439.6850004,510.1467538,78.95677135,3.741939084,79.4561514,1025.238511,1.759096182,2.725570033,Cumulus,37.17994494,15.68336416
1/2/1998 19:30,39.8545389,-104.8448052,681.0440152,813.5351469,105.7877961,39.33968419,71.25931041,1012.104937,37.82698227,3.288819621,Stratus,72.24042851,490.5915338
1/2/1998 20:00,39.78387453,-104.9758013,15.68336416,319.7634502,-210.4235398,0.14011724,88.53865776,1009.274463,-2.89722969,2.307033198,Stratus,84.36057347,349.9762222
1/2/1998 20:30,39.67688586,-105.1058151,490.5915338,473.129997,156.0381045,42.70107843,73.63389387,1022.370273,41.51330356,3.421103154,Stratus,84.87047153,256.3209057
1/2/1998 21:00,39.69472732,-104.8586916,349.9762222,374.3838997,85.24682797,7.208644536,71.20846983,1014.19763,3.601348267,1.938908717,Cumulus,60.55299546,425.4719645
1/2/1998 21:30,39.86393836,-105.0375459,256.3209057,574.8438256,-150.1550615,21.85747232,63.9970053,1010.740922,18.89044001,1.965289389,Stratus,50.43924691,182.9242743
1/2/1998 22:00,39.67000741,-104.8307592,425.4719645,635.0904142,-23.60477399,27.44653371,79.25775964,1014.971663,27.77136951,2.870001305,Stratus,66.07850624,43.88723439
1/2/1998 22:30,39.75377981,-104.9409091,182.9242743,791.6704743,-376.8712866,23.22610248,69.88049349,1009.986039,20.36473942,1.549534713,Stratus,43.49698158,354.1939943
1/2/1998 23:00,39.7733637,-104.8778484,43.88723439,881.84982,-579.6747533,-0.556830323,64.95875673,1007.287362,-3.151956239,2.407126168,Cumulus,36.77066289,502.1814426
1/2/1998 23:30,39.6764038,-104.9279259,354.1939943,952.3921858,-319.2489786,29.91481782,70.82720669,1004.84782,29.33823738,2.496421778,Clear,66.15309789,373.95209
1/3/1998 0:00,39.93063835,-104.8441111,502.1814426,645.6652661,45.62715451,-1.810628373,61.51742877,1007.998322,-3.770928296,4.181495685,Stratus,17.68342795,358.1192357
1/3/1998 0:30,39.73944263,-104.9976469,373.95209,257.3404693,191.9848991,26.96518281,49.81487479,1012.866686,24.98070996,2.062477048,Cirrus,49.45475147,200.6298923
1/3/1998 1:00,39.70796862,-105.0879648,358.1192357,1090.377727,-412.8942492,13.02781605,43.03625655,1014.737178,12.07921977,4.453436319,Clear,61.3354337,579.6068199
1/3/1998 1:30,39.71372339,-104.9042428,200.6298923,37.93142222,173.8083264,15.12375425,96.33080987,1016.890795,13.06179366,4.703331601,Stratus,90,529.4531913
1/3/1998 2:00,39.71578105,-105.1258932,579.6068199,129.354154,488.1396204,-0.979114548,58.41871993,1012.514949,-2.662422067,1.839292737,Cumulus,62.2154296,665.0598389
